Item,Open,Close,Volume
0,0.08155529999374062,0.08574514580289891,0.09934038127905048
1,0.08404635974872487,0.0858531190371539,0.1357006889878333
2,0.08437126801192624,0.08380129802283123,0.16273822726627107
3,0.08166358897617326,0.0803455777905854,0.13829805993928032
4,0.07787285485248052,0.08261338646885277,0.1403426759814205
5,0.08253004544129616,0.07840173001051778,0.19663550526896623
6,0.07646485018543608,0.07624189456650546,0.18752146173534903
7,0.07765623557171192,0.07926566006857924,0.14247834909678758
8,0.07819776311568183,0.0858531190371539,0.1789159270684143
9,0.08653741950370913,0.08477322191286504,0.23241227821270355
10,0.08296328400283343,0.08736501208704947,0.1255244198077349
11,0.08361312118718767,0.08185745024276361,0.15205216672550106
12,0.08144699035335623,0.0755939521723887,0.2105249151710382
13,0.07484024689557461,0.06425484698789999,0.30324249749031956
14,0.06660890014793158,0.06814254254803523,0.17938051051596976
15,0.06617568224434595,0.07008639032810285,0.18985495954853646
16,0.06780028553420736,0.07192224427619812,0.18122890497777597
17,0.07310733396532892,0.06641468243191231,0.3529683163066225
18,0.07375717114968317,0.055831534071230066,0.5978438711055066
19,0.05740278729478132,0.058315330413442085,0.251707079655381
20,0.05718618867196429,0.058855278975586484,0.15065488952436465
21,0.05599480328568851,0.06069113292368175,0.173047875821237
22,0.05729447765439699,0.052159826175039475,0.2257971742168691
23,0.05317881460955126,0.054103673955107096,0.23576888560570425
24,0.05328712424993559,0.05086392078908861,0.14554703658923288
25,0.05285388568839827,0.0539956801231348,0.16598742578768375
26,0.053503743530704195,0.05377969245919009,0.13198690701886515
27,0.05242066778481269,0.05518359167711326,0.18778309050912767
28,0.05112097275815258,0.053131750065073285,0.2362725851199276
29,0.05458679861864407,0.05766738801932533,0.14270951863832482
30,0.05891910160221003,0.060259178193509705,0.12330314021859468
31,0.059568938786564274,0.06436284081987229,0.11359979069698098
32,0.06173509027834728,0.062203025973577325,0.11871469734905285
33,0.06227661782231719,0.061771050645687914,0.09388336935538324
34,0.06054370489207145,0.05745140035538057,0.14376949992032506
35,0.058810791961825704,0.06069113292368175,0.11459179979755832
36,0.056103112926072785,0.06036717202548206,0.1324486048549451
37,0.06021877597091857,0.06112310825157116,0.10562941117815347
38,0.06151847099757862,0.0649028099797341,0.1166421870626495
39,0.06487598721768578,0.058855278975586484,0.27476888656757475
40,0.05870248232144143,0.058855278975586484,0.13150853676092678
41,0.058160934119519836,0.06069113292368175,0.11370912330955268
42,0.060327085611302844,0.060259178193509705,0.15574671128463255
43,0.058810791961825704,0.06069113292368175,0.10256392992068095
44,0.05924400986541134,0.06252698687177707,0.13737434364362314
45,0.0624932371030858,0.06436284081987229,0.12012415824308584
46,0.06281814536628716,0.06663067009585702,0.08953122600333513
47,0.06747535661305443,0.06760259398589083,0.07783007147018378
48,0.06595906296357729,0.06781858164983554,0.09646406788497183
49,0.06855843235894593,0.06868251170789699,0.09393595160893681
50,0.06942488882406878,0.07149026894830876,0.13774017505401703
51,0.07083287283316159,0.07127430188208131,0.11676979521456604
52,0.07224087750020608,0.07105831421813666,0.2369616050155775
53,0.06942488882406878,0.07116630805010901,0.09712519353635854
54,0.07039965492957595,0.07419005295446549,0.11093893629307294
55,0.07180763893866876,0.07170625661225347,0.08516433397041223
56,0.07299902432494454,0.0755939521723887,0.21078782643880595
57,0.07581501300108184,0.07181425044422576,0.15444401801519306
58,0.07169932929828449,0.07105831421813666,0.08307483063865315
59,0.07083287283316159,0.07300216199820428,0.0882650838125853
60,0.07094118247354597,0.06781858164983554,0.18062132345043463
61,0.06780028553420736,0.06641468243191231,0.21591587865426623
62,0.06541751476165575,0.06760259398589083,0.08626567568356128
63,0.06563413404242441,0.06814254254803523,0.12806087229469915
64,0.06574244368280868,0.06846652404395229,0.16317555771655792
65,0.06747535661305443,0.0746220282823549,0.18047319539469234
66,0.0742987193516047,0.07915766623660689,0.15174116193314166
67,0.07754792593132759,0.07894167857266218,0.09504306454503686
68,0.07646485018543608,0.0803455777905854,0.10884847109082205
69,0.08339652256437063,0.08434124658497569,0.19723346809138922
70,0.08372143082757194,0.0848812157448374,0.14530592771928003
71,0.08339652256437063,0.08272138030082507,0.2605947629999202
72,0.08317990328360203,0.08671706969293272,0.1845018296379872
73,0.08805371315318627,0.09017278992517849,0.1435556440476408
74,0.08924509853946211,0.08984880842926149,0.15363476430806403
