Item,Open,Close,Volume
0,0.03365181898559361,0.03434760993770082,0.11809172740134177
1,0.03369285352786079,0.033850446055690306,0.18994731571861742
2,0.03345737399256407,0.031016967516006383,0.2566972852188811
3,0.03052104521016044,0.02846629109229487,0.42361332804726115
4,0.027417029545788188,0.029892946318554103,0.30779459246672153
5,0.029639795103299643,0.029729025845526794,0.47834282049378124
6,0.028424945588951547,0.027814219994976616,0.3166351941767154
7,0.02465017559840424,0.027203570068320707,0.4292534948746448
8,0.025972057556995998,0.02770073395033122,0.2746114967459539
9,0.027656071390585915,0.025926433323698372,0.35646587412902875
10,0.02549040475959899,0.027299036462155896,0.279861032334989
11,0.026343108802347803,0.026000283001190214,0.2068061375841871
12,0.025890002069062765,0.02646322670823356,0.41630783857218095
13,0.02251126028017765,0.020524265574121625,0.4500734545606614
14,0.019316256160917394,0.018721140370821343,0.2869335137029841
15,0.017778528159087828,0.019157058033963836,0.2825200660276073
16,0.018367213400728513,0.019099415745257864,0.2557172805331996
17,0.018941642606064596,0.01769258556720428,0.20532585078623464
18,0.01787129097042578,0.016909008774430412,0.2677857298442842
19,0.01717734084269082,0.017463814945146913,0.1382811945623045
20,0.017241564388217348,0.01712156514307303,0.26474977127255767
21,0.016119484483507765,0.018868846590433905,0.18956353765988898
22,0.017605484216266565,0.016339793747694648,0.21550967570177793
23,0.016071311725637416,0.017152188252507056,0.20031617648390476
24,0.016802720489537445,0.017544872482962826,0.16867504617767096
25,0.018058597747852165,0.018079867334731436,0.17726208024171924
26,0.01708279687660237,0.017721410143871713,0.1673181166128812
27,0.01694899952299722,0.01807265947440735,0.14919145651758373
28,0.01688657072882234,0.017481827731328226,0.14026176347252792
29,0.01758229521300722,0.018955313455807338,0.23447242371073374
30,0.018497448444832643,0.01839870188769538,0.12312881442215223
31,0.017701816135406084,0.019301167188043256,0.14418178221525388
32,0.01823521079847501,0.018858041664576677,0.15899835655401878
33,0.019451834669273013,0.019225512113155943,0.1310031178057049
34,0.018675835851905395,0.017833083926492757,0.18089426544039888
35,0.01706673929064559,0.017184609894707645,0.1434759047143784
36,0.015842970405943846,0.016276748996060034,0.21081524766197499
37,0.01589649342636626,0.01634339081322779,0.12447203762770168
38,0.016214028449596213,0.01740437412367435,0.1373971343913051
39,0.0173343271995553,0.018912080023120614,0.2826091573626693
40,0.01856166519205861,0.019679449427108614,0.19575195885688468
41,0.019300205373261187,0.021349270402186732,0.20222136041830654
42,0.02194932635129733,0.023082136128899436,0.2521399207714812
43,0.02256120739449792,0.022770509436259592,0.14757410612722827
44,0.021681731644087057,0.022358013886855904,0.20172793148565574
45,0.022379244081323024,0.02528696568500391,0.37157028201183995
46,0.02425235944369096,0.02613178183201692,0.27414548053178367
47,0.026728436478905854,0.02584357038848699,0.17272527533317977
48,0.022900150266236735,0.02289660580415767,0.30296995401413573
49,0.022034950947032145,0.023260472322574915,0.2191966863374188
50,0.02318914602365528,0.023325322471604945,0.21166504193487362
51,0.022550500071093216,0.023476632621379556,0.10582453588127279
52,0.021708496553448545,0.022323786847259858,0.3125849650212066
53,0.021014553224014132,0.021873453463469222,0.2584859650997403
54,0.021180458951232273,0.020342332314913017,0.36104379811528914
55,0.019123592322638355,0.02184283035403521,0.4339547760940679
56,0.02153366465757621,0.02284256744561372,0.25342146536044924
57,0.022648619943283793,0.022808340406017674,0.1688052565904538
58,0.022243672371267967,0.022765106973330965,0.1967867889795274
59,0.022213345152405473,0.023532476377318964,0.1195788673789144
60,0.02260937335406768,0.02360632605481082,0.19173599559947663
61,0.023733241211828335,0.023908946354360014,0.12813163554486193
62,0.023652966878645612,0.02430704677700217,0.11434303814911959
63,0.023396079494840016,0.023804473567434148,0.12521218102667792
64,0.023010758616582527,0.02296145595318773,0.1609103936680407
65,0.02230075770119136,0.02367297473660747,0.11749550077438872
66,0.023044648144946014,0.023444210979178967,0.12497231973997266
67,0.023019677986936174,0.02461687493687545,0.14524402505637718
68,0.023943743790814653,0.027145927779614706,0.2521467739511013
69,0.027070948458446223,0.027547625267790032,0.2172229706068155
70,0.02744735676465067,0.02868245139109954,0.44742812722728337
71,0.022243672371267967,0.020549486220627022,0.8225506200954489
72,0.01970158383747546,0.020540472962907466,0.2508926420806138
